Entity,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,12290568181.8182,13074782608.6957,15497286295.7938,14608946896.483,15632463424.2784,18030876599.3444,19587322786.1105,20746360430.4187,21803372266.6198,22943685719.103,21473188881.5933,22066101341.4888,23142294436.2383,27453084982.5378,31183139301.4853,32273007553.5687,34378437265.2141,38908069299.204,44856586316.0458,43454935940.1614,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47587913058.8443,43156708809.1354,42062549394.7859,40256675208.7294,
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,150676291094.21,150027833333.333,158459130434.783,180169736363.636,130690172297.297,169485941048.035,181475555282.555,189834649111.257,275768695818.949,255884300382.044,272979390595.01,200251925587.467,238428126326.964,311823003531.215,404786740091.196,501416301726.704,552486912845.642,675770112825.236,764335657318.479,644639902580.645,771901768698.43,832523681194.03,873982246102.45,950579413278.706,934185915467.215,859796872794.118,863721647958.677,851102411118.116,
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,8824447.74022325,9365165.91369372,9742949.47121034,9630762.95389637,10886825.5592923,11025945.1445515,12334846.2320995,12700905.4475286,12757632.8684508,13687141.1058778,13742057.0500928,13196544.946726,15450994.2410084,18231078.5394643,21534931.6075894,21839098.8927071,22902861.4457831,27030374.0272781,30290219.7617849,27101076.2751521,31823518.6204366,38711827.7537311,37671734.8254533,37509122.0727128,37290587.4998681,35556038.8176495,36572611.8853148,39731317.3044487,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,4258743262.82876,4956588278.56144,4601413263.52894,4257702196.53864,4510846967.8742,5255221424.80962,6496195450.61034,7683852496.84499,9345174219.07253,9697847263.63196,10185786382.8283,10383560602.8537,10805599892.7355,11659129888.8021,12825801580.9281,16929976600.142,18610460326.5437,21501741757.484,27368386358.131,28573777052.4542,31407908612.0943,33878631649.4157,39087748240.4403,44413616116.055,48219734752.1845,45623490991.5407,47388395823.4044,52090320325.4736,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,4304398865.88268,3321729057.12215,2857457860.05088,3220439044.18949,3990430446.71216,5755818947.42125,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.57245,6178563590.89254,6336696288.98214,7940362799.17997,9013834373.41246,9942597779.99265,12292813603.2327,14239026629.639,18168902153.8798,20186496527.1256,20176025418.2476,23114293018.5101,24599550742.1417,27291880326.6772,27102650471.5604,24078931744.4144,25891058946.1936,
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,81456918678.5008,77464561149.5103,73942235330.437,65648559903.0571,52549555149.1978,48213868178.0873,44558077827.135,50150399791.647,41883241471.7365,31580639045.454,31261527363.144,38009344576.6088,42392896031.2394,50132953288.203,64883060725.7003,86142018069.3504,107753069306.931,142719009900.99,179992405832.321,117227769791.56,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93270479388.5243,112154185121.406,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2519721576782.71,2748259477754.28,2633143303550.11,2865614659626.84,3127701792156.29,3522859249596.87,3851811217962.49,4109343946675.53,4054100709840.88,3834656114497.59,4251844926834.68,4327583975924.67,4512049287104.49,5042892066065.6,6043874845587.94,7277566870789.88,8657026789625.59,10770511617920,13158853077958.5,12685255222289.8,15362432742623.6,18365266110528,19703273700994,20981771667593.9,21703483315138.5,20210757470264.1,20108923623800.1,22168418709051.6,
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,9298839655.23139,11205971155.2758,12878199880.9839,15002106518.4847,17474647792.3829,19297663096.5506,20515543039.2132,23969823010.4429,25385928198.3212,23983945190.6202,22823255801.8447,20898788416.6348,13606494599.4261,12045631092.5353,13686329890.1191,17362857683.8545,19579457966.0538,23410572634.3147,30366213119.2928,31660911277.0294,40284481651.9021,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,52687612261.5424,56156972157.6958,
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,5979589000000,6174043000000,6539299000000,6878718000000,7308755000000,7664060000000,8100201000000,8608515000000,9089168000000,9660624000000,10284779000000,10621824000000,10977514000000,11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16155255000000,16691517000000,17427609000000,18120714000000,18624475000000,19390604000000,
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,13360607917.8773,13677622222.2222,12941297376.0933,13099013835.5111,12899156990.6156,13350468917.4115,13948892215.5689,14744603773.5849,14988971210.8383,17078465982.0282,13760374487.51,11401351420.1718,9687951055.22541,10128112401.4248,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,39332770928.9426,45915191189.3237,51821573338.1312,57690453460.6205,63067077178.5381,66903804142.5395,67067565988.635,48717685984.0278,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,240365259.259259,254829629.62963,277954111.111111,286307814.814815,289438481.481481,316008481.481481,331489703.703704,347770000,373619851.851852,390719148.148148,396270000,430040370.37037,461883444.444444,481806296.296296,521975111.111111,550728666.666667,610930037.037037,651833333.333333,695428851.851852,674922481.481482,681225962.962963,676129407.407407,692933740.740741,721207148.148148,725185185.185185,756666666.666667,765555555.555555,789629629.62963,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,47028010660.9808,51749026408.4507,58450099415.2047,58124193832.5991,56531046464.6465,74906532239.819,68263823148.8138,85843534588.6206,91331203433.1629,97976886247.3172,117140723529.412,122903960204.505,92893587733.6549,83620628582.1082,112453382329.615,145510008134.75,183477522123.894,230364012575.687,315953388510.678,329787628928.472,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,,,,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1564700032,1671200000,1770899968,1996000000,,,,,,,,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3764000000,3624000000,3765000000,,,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,6471740805.56984,9613369520.41885,9866990236.43587,13180953598.1716,16286433533.3228,20736164458.9505,24657470574.7501,26843700441.5482,27209602050.0452,28683659006.7752,31172518403.3162,32685198735.3053,35064105500.8345,39552513316.0734,45427854693.2554,57633255618.2731,66371664817.0436,77414425532.2452,99130304099.1274,106014659770.222,115931749697.241,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223863996354.655,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,158397403.041175,188869985.673352,196142585.014816,188080374.400605,219260341.050642,233902114.8683,245177633.168933,255890221.800293,262301252.769228,267999225.256634,272014693.050806,257926881.72043,262603781.799059,314463144.04219,364996869.129618,394962552.336108,439376794.094041,526428309.945088,607958616.143415,610066628.693058,700804286.224354,792149700.679116,781702874.106058,801787555.861121,814954306.971033,737917151.424178,787942567.411846,862879789.390161,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,22573777725713.2,23917203464941.2,25405287499538.4,25823846319207.5,27746296002325.1,30847965443316.1,31539172640336.6,31431003165040.5,31346598207251.5,32511980109529.5,33571151092075.8,33367434839454.3,34644767861718.6,38882914196341.5,43787738174824.5,47411807968475.3,51340956869473.9,57833267163667.2,63433456720740,60138443581994.6,65956672976970.8,73297338575869.6,74965622671174.7,77050588613141.6,79131444226984.6,74842734112388.4,75936811478760.2,80683787437857.8,
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249908970.658971,285475591.89651,269481523.200465,258833766.580017,269019710.327456,273088357.1637,288078881.433056,338838639.378435,420320176.359437,462649043.044658,508503671.284407,550970655.544072,644132488.887141,560959527.824621,643046733.391126,739785121.889922,801168622.338114,804808525.537223,803589511.754069,803985809.166289,786356314.80277,856626506.024096,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,1849196082.05507,2535333631.88536,2702427046.9355,3355083116.58939,3639935347.50715,3736599925.38241,4078158323.92422,4833561456.33726,5687488208.58356,5653792720.20006,5829933774.83444,6686683347.2338,6500192727.73995,7073420074.34944,7386891336.07536,6439946767.21748,6715486725.66372,7128690556.68244,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,5647251908.39695,5930370370.37037,6463649985.01648,5368270614.8468,4167356037.1517,4258788725.44991,5785685310.86668,6839039029.748,6325219772.93811,7641101221.43876,9636342274.82408,9854042164.67463,10693278291.8149,11777768086.8693,13873500887.5612,16753769531.6987,19081722875.3022,21656517484.2538,26910851361.7555,25130274124.2524,30906748941.2086,32726417212.348,35401325143.6179,40415235701.9871,43228582065.2427,34602480338.778,18213328571.4286,,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,115553279480.54,123943432441.241,134545231416.55,134309759157.817,139752450152.078,155460285076.232,147607982694.857,152586154513.889,137774361015.14,136631966609.379,136361854808.496,121600818309.679,115748110112.68,175256916996.047,228937347865.858,257671413750.825,271811088781.18,299033511000.227,287099991516.9,297216730668.942,375298134440.469,416878162440.887,396332702639.496,366829390478.954,350904575292.317,317741039197.848,295762685147.667,349419343614.089,
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,3285217391.30435,3378882352.94118,3181921787.7095,3273237853.35689,3656647744.24858,3807067121.8609,3597220962.00017,4303281932.29365,3537683046.02331,3404311976.54941,3600683039.73254,4094480988.11931,4193845678.17033,4901839731.26571,6221077674.77871,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265556273.582,23460098339.7453,25503370699.2015,28045460442.1876,27150630607.2032,21154394545.895,20954754378.1394,25808666421.5558,
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8621573600,10141859700,12098450700,14242490300,15451768700,15891049200,16304667800,16619960400,17845821400,
